record_id,problem,action,aircraft_model,manufacturer,source
MN_101330,#1 CYLINDER STAND OFF IS BROKEN.,REMOVED & REPLACED PLASTIC HOLDER ON STAND OFF & RESECU,,,maintnet
MN_101331,#2 & 3 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101332,FWD R/H SIDE ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK IN FWD R/H ENGINE BAFFLE.,,,maintnet
MN_101333,"CYL #1, 2 INTAKE GASKETS ARE LEAKING.","REMOVED & REPLACED CYL #1, 2 INTAKE GASKETS.",,,maintnet
MN_101334,INTAKE GASKET CYL #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101335,ROCKER COVER GASKET CYL #2 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101336,#3 INTAKE LEAKING ON L/H ENGINE.,REPLACED GASKET.,,,maintnet
MN_101337,BAFFLE CORNER BY CYL #4 CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_101338,"CYL #1, 3, 2 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101339,REAR ENGINE BAFFLE BRACKET LOOSE.,"REMOVED BAFFLE, INSTALLED NEW RIVETS TO HOLD BRACKET. R",,,maintnet
MN_101340,ENGINE OVERSPEED TO 3300 RPM.,"CHANGED OIL FILTER, CHECKED SUMP SCREEN, CHANGED OIL &",,,maintnet
MN_101341,R/H ENG BAFFLE SCREW MISSING.,REPLACED SCREW.,,,maintnet
MN_101342,A/C WOULDN'T START.,"STARTED A/C, CHECKED OK.",,,maintnet
MN_101343,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,,,maintnet
MN_101344,#2 INTAKE IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_101345,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101346,R/H BACK BAFFLE RIVET HEAD IS SHEARED.,COMPLETED REASSEMBLY.,,,maintnet
MN_101347,R/H BACK BAFFLE RIVET HEAD IS SHEARED.,"REMOVED BACK BAFFLE, INSTALLED SCREWS WHERE RIVETS WHER",,,maintnet
MN_101348,"R/H, L/H ENGINE BAFFLE SEAL LOOSE.",RESECURED R/H & L/H BAFFLE SEAL.,,,maintnet
MN_101349,"#2, 3 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101350,L/H #2 & 3 ROCKER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101351,R/H #2 & 4 ROCKER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101352,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101353,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101354,#3 ROCKER COVER LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101355,#2 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101356,R/H ENG #2 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_101357,R/H ENG #1 & 3 INTAKE GASKETS ARE LEAKING.,REMOVED & REPLACED INTAKE GASKETS ON R/H ENGINE.,,,maintnet
MN_101358,ALL 4 ROCKER GASKETS ARE LEAKING.,REPLACED W/ NEW ROCKER GASKETS. LEAK CHECK GOOD.,,,maintnet
MN_101359,#2 & 3 INTAKE GASKETS ARE LEAKING.,REPLACED W/ NEW INTAKE GASKETS. LEAK CHECK GOOD.,,,maintnet
MN_101360,"#1, 2, 3 & 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101361,#3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_101362,#2 & 3 INTAKES LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_101363,R/H ENGINE #2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101364,#2 & 3 ROCKER COVERS LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_101365,L/H CARB HEAT BRACKET LOOSE.,REMOVED & REPLACED LOOSE RIVETS.,,,maintnet
MN_101366,R/H #4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101367,#3 ROCKER COVER LEAKING.,REOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_101368,#1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101369,MIXTURE CHECK FAILS - RPM 200 RISE.,"RAN A/C, ADJUSTED IDLE MIXTURE IAW HMI, CHECKS GOOD.",,,maintnet
MN_101370,#4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101371,AFT BAFFLE BRACKET MISSING SCREW.,INSTALLED NEW SCREW ON BAFFLE.,,,maintnet
MN_101372,#3 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.,,,maintnet
MN_101373,#2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,,,maintnet
MN_101374,L/H AFT BAFFLE CRACKED.,STOP DRILLED CRACK ON AFT BAFFLE.,,,maintnet
MN_101375,"ROCKER COVER GASKETS CYL #2, 3 & 4 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101376,R/H AFT BAFFLE SUPPORT RIVETS SHEARED.,REMOVED BAFFLE. DRILLED OUT SHEARED RIVETS. INSTALLED S,,,maintnet
MN_101377,TOP BAFFLE IS CRACKED.,FABRICATED PATCHES OUT OF LIKE MATERIAL & INSTALLED. RI,,,maintnet
MN_101378,L/H AFT BAFFLE IS CRACKED.,FABRICATED PATCH OUT OF LIKE MATERIAL & INSTALLED. RIVE,,,maintnet
MN_101379,L/H SIDE BAFFLE IS CRACKED.,PROCURED SERVICEABLE SIDE BAFFLE - INSTALLED ON PD #2.,,,maintnet
MN_101380,R/H SIDE BAFFLE IS CRACKED.,PATCHED R/H SIDE BAFFLE W/ LIKE MATERIAL. RIVETING IAW,,,maintnet
MN_101381,INDUCTION AIR FILTER CAN BE REPLACED.,INSTALLED NEW FILTER. NEXT DUE @ 3961.3 TACH.,,,maintnet
MN_101382,BOTH LOWER DEFLECTORS CRACKED.,PATCHED DEFLECTORS W/ LIKE MATERIAL.,,,maintnet
MN_101383,FWD L/H BAFFLE ANTI-CHAFE STRIP FELL OFF.,CLEANED BAFFLE & REINSTALLED ANTI-CHAFE STRIP.,,,maintnet
MN_101384,#3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101385,R/H #3 AFT BAFFLE CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_101386,L/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101387,R/H #2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_101388,L/H ALL 4 ROCKER GASKETS ARE LEAKING.,REMOVED & REPLACED ALL ROCKER COVER GASKETS.,,,maintnet
MN_101389,R/H ENG ALL 4 ROCKER GASKETS ARE LEAKING.,REMOVED & REPLACED ALL ROCKER COVER GASKETS.,,,maintnet
MN_101390,ENGINE IS DIRTY.,WASHED ENGINE.,,,maintnet
MN_101391,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101392,"#1, 3, 4 ROCKER COVERS ARE LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_101393,"CYL #2, 1 ROCKER COVER GASKETS LEAKING.",REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101394,ROCKER COVER GASKET FROM #3 CYLINDER TORN.,REMOVED & REPLACED W/ NEW GASKET.,,,maintnet
MN_101395,REAR R/H ENGINE BAFFLE BRACKET RIVETS SHEARED.,"REMOVED REAR R/H ENGINE BAFFLE, INSTALLED NEW RIVETS TO",,,maintnet
MN_101396,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,,,maintnet
MN_101397,R/H REAR ENGINE BAFFLE SCREW LOOSE.,TIGHTENED SCREW.,,,maintnet
MN_101398,ENGINE IS DIRTY.,CLEANED ENGINE.,,,maintnet
MN_101399,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101400,MISSING SCREW FRONT BAFFLE ON R/H SIDE.,INSTALLED NEW SCREW.,,,maintnet
MN_101401,"#1, 2 & 4 ROCKER COVERS ARE LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_101402,#3 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_101403,#2 & 3 ROCKER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101404,ROCKER COVER GASKET #3 CYL LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101405,"AFT ENGINE BAFFLE BY CYL #3, SUPPORT SECURED TO ENGINE CASE",REMOVED & REPLACED RIVETS FOR ENGINE BAFFLE BRACKET BY,,,maintnet
MN_101406,#3 ROCKER COVER LEAKING ON L/H ENGINE.,REPLACED GASKET.,,,maintnet
MN_101407,#2 ROCKER COVER LEAKING ON R/H ENGINE.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101408,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101409,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,REMOVED REAR R/H ENGINE BAFFLE. FABRICATED NEW BRACKET,,,maintnet
MN_101411,R/H REAR ENGINE BAFFLE MOUNTING SCREW MISSING.,INSTALLED NEW SCREW.,,,maintnet
MN_101412,#2 & 4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101413,ENGINE IS DIRTY.,WASHED ENGINE.,,,maintnet
MN_101414,CYL #1 FWD BAFFLE IS CRACKED.,STOP DRILLED CYL #1 FWD BAFFLE.,,,maintnet
MN_101415,#3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_101416,STUDENT COULDN'T START A/C.,STARTED A/C.,,,maintnet
MN_101417,ENGINE RUNNING ROUGH AT IDLE.,RAN A/C & CONFIRMED DISCREPANCY.,,,maintnet
MN_101418,L/H ENGINE CYL #3 AFT BAFFLE CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_101419,R/H ENG #3 INTAKE TUBE LEAKING.,REPLACED GASKET.,,,maintnet
MN_101420,"L/H ENG #2, 3 & 4 ROCKER BOX COVERS LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_101421,IMPELLER MAKING CONTACT W/ SCROLL.,CLEARANCED IMPELLER TO SCROLL BY REMOVING SHIM IN LOWER,,,maintnet
MN_101422,R/H ENG #2 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101423,L/H ENG CYL # ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101424,"L/H ENG #4 CYL, AFT UPPER SUPPORT BRACKET CRACKED ON BAFFLE.",REMOVED & REPLACED BRACKET.,,,maintnet
MN_101425,"R/H ENG CYL #3, 1 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED R/H ENG CYL #1, 3 ROCKER COVER GASKE",,,maintnet
MN_101426,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101427,#3 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,,,maintnet
MN_101428,"ON CLIMB OUT, ENGINE LOST ABOUT 250 RPM","RAN A/C, COULD NOT DUPLICATE PROBLEM.",,,maintnet
MN_101429,ROCKER COVER GASKETS CYL #2 & 4 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101430,ENGINE OVER RIDE SPEED WAS 1225 RPM.,"RAN A/C, ADJUSTED IDLE SPEED, CHECKS GOOD.",,,maintnet
MN_101431,#1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101432,CYL #3 EXT GASKET IS 1/2 GONE.,REPLACED EXT GASKET.,,,maintnet
MN_101433,OIL COOLER LINES LACING CORD IS FALLLING APART.,REPLACED LANCING CORD.,,,maintnet
MN_101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_101435,"L/H ENG CYL #1, 3 INTAKE GASKETS LEAKING.","REMOVED & REPLACED L/H ENG CYL #1, 3 INTAKE GASKETS.",,,maintnet
MN_101436,"L/H ENG CYL #2, 3, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED LH/ ENG ROCKER COVER GASKETS.,,,maintnet
MN_101437,R/H ENG ALL CYL ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ALL CYL ROCKER COVER GASKETS ON R/H,,,maintnet
MN_101438,CYL #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,,,maintnet
MN_101439,R/H ENG #3 CYL HAS LOW COMPRESSION (54/80).,"RAN A/C, RECHECKED COMPRESSION - NOW 65/80.",,,maintnet
MN_101440,R/H ENG #2 & 3 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS ON R/H E,,,maintnet
MN_101441,L/H ENGINE #1 & 3 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED L/H ENG #1 & 3 ROCKER COVER GASKETS.,,,maintnet
MN_101442,R/H ENGINE #4 CYLINDER AFT BAFFLE WIRE HARNESS TAB IS CRACKE,"REMOVED CRACKED PART, FABRICATED PART W/ SIMILAR MATERI",,,maintnet
MN_101443,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER W/ NEW.,,,maintnet
MN_101444,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101445,#2 INTAKE GASKET IS LEAKING.,"REPLACED W/ NEW GASKET, LEAK CHECK GOOD.",,,maintnet
MN_101446,#1 CYLINDER IS MISSING A ROCKER COVER SCREW.,INSTALLED SCREW & CHECKED ALL OTHER SCREWS - OK.,,,maintnet
MN_101447,INTAKE GASKET CYL #2 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101448,ROCKER COVER GASKET CYL #4 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101449,CYL #2 & 3 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101450,#3 CYLINDER EXHAUST VALVE PUSH ROD TUBE APPEARS TO BE LEAKIN,CLEANED AREA.,,,maintnet
MN_101451,#3 CYLINDER EXHAUST VALVE PUSH ROD TUBE APPEARS TO BE LEAKIN,LEAK CHECK GOOD.,,,maintnet
MN_101452,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_101453,INTAKES 2 & 4 LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,,,maintnet
MN_101454,"ROCKER COVERS 1, 2 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101455,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,RUN UP & LEAK CK GOOD (COMPRESSION 75/80).,,,maintnet
MN_101456,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"STAKED VALVES, REINSTALL COVER W/ NEW GASKET.",,,maintnet
MN_101457,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,#3 CYL PRESS LOW EVEN AFTER ENGINE RUN UP. REMOVED R/H,,,maintnet
MN_101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"FOUND LEAKY INTAKE VALVE. DISASSEMBLED CYLINDER, DRESSE",,,maintnet
MN_101459,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,DRY TAPPET CLEARANCE CK GOOD W/ SHORTER PUSH ROD ON INT,,,maintnet
MN_101460,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"HONED CYL, MEASURED BORE - CHECK OK. CLEANED PISTON, FI",,,maintnet
MN_101461,"R/H ENG, #1 INTAKE IS LEAKING.",REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101462,"L/H ENG, #2 INTAKE TUBE GASKET LEAKING.",INSTALLED NEW INTAKE TUBE GASKET.,,,maintnet
MN_101463,A/C WOULD NOT START.,STARTED A/C.,,,maintnet
MN_101464,"CYL #2, L/H ENG, INTAKE GASKET LEAKING.",REMOVED & REPLACED L/H ENG CYL #2 INTAKE GASKET.,,,maintnet
MN_101465,"R/H ENG CYL #1, 2, 3 & 4 ROCKER COVERS LEAKING.",REMOVED & REPLACED R/H ENG ROCKER COVER GASKETS.,,,maintnet
MN_101466,"L/H ENG, CYL #1, 3, 4 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED L/H ENG CYL #1, 3 & 4 ROCKER COVER G",,,maintnet
MN_101467,#1 CYL LWR INTAKE CLAMPS ARE LOOSE.,ADJUSTED BOTH CLAMPS TO ACCESS BETTER & TIGHTENED.,,,maintnet
MN_101468,#2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_101469,CRACK IN AFT ENGINE BAFFLE @ OIL COOLER ON R/H ENGINE.,STOP DRILLED CRACK.,,,maintnet
MN_101470,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,,,maintnet
MN_101471,IDLE OVERRIDE LOW.,"PILOT RAN A/C, ADJUSTED IDLE SPEED. CHECKS GOOD.",,,maintnet
MN_101472,"#1, 3 & 4 CYLINDER ROCKER COVERS ARE LEAKING.","REPLACED ROCKER COVER GASKETS, CYL #3 HOLES HAD TO BE T",,,maintnet
MN_101473,CYL #2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101474,CYL #2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,,,maintnet
MN_101475,SPARK PLUG ACCESS HOLE ON BAFFLE CYL #4 ELONGATED.,FABRICATED PATCH AROUND ACCESS HOLE & RIVETED,,,maintnet
MN_101476,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101477,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101478,"#2, 4 ROCKER COVER GASKETS LEAKING.","REMOVED & REPLACED #2, 4 ROCKER COVER GASKETS.",,,maintnet
MN_101479,INTAKE GASKET CYL #2 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101480,"ROCKER COVER GASKETS CYL #1, 2 & 3 LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101481,"FRONT RUBBER BAFFLE ON ENGINE, R/H SIDE, RIPPED FROM MOUNTIN",INSTALLED NEW RIVET ON BAFFLE.,,,maintnet
MN_101482,R/H BAFFLE HAS A CRACK.,STOP DRILLED CRACK.,,,maintnet
MN_101483,CYL #4 INTAKE IS LEAKING.,REMOVED & REPLACED CYL #4 INTAKE.,,,maintnet
MN_101484,CYL #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED CYL #3 ROCKER COVER GASKET.,,,maintnet
MN_101485,CYL #1 ROCKER COVER GASKET TORN.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101486,CYL #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101487,CYL #1 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101488,#4 INTAKE LEAKING ON L/H ENGINE.,REPLACED GASKET.,,,maintnet
MN_101489,#1 & 4 INTAKES LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_101490,ALL ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL SCREWS.,,,maintnet
MN_101491,L/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_101492,L/H ENGINE CYL #1 & 3 INNER CYL BAFFLE TIE ROD AFT NUT IS MI,INSTALLED NEW NUT.,,,maintnet
MN_101493,"CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING ON L/H ENG.",REMOVED & REPLACED GASKETS.,,,maintnet
MN_101494,CYL #1 & 3 ROCKER COVER GASKETS ARE LEAKING ON L/H ENG.,REMOVED & REPLACED CYL #3 ROCKER COVER GASKETS.,,,maintnet
MN_101495,R/H ENG CYL 1 & 3 ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED R/H ENG CYL #1 & 3 ROCKER COVER GASK,,,maintnet
MN_101496,CYL #3 INTAKE PIPE NEEDS TO BE RESWEDGED INTO SUMP.,RESWEDGED INTAKE TUBE IAW LYCOMING OVERHAUL,,,maintnet
MN_101497,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED SCREW.,,,maintnet
MN_101498,#2 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW #2 INTAKE TUBE GASKET.,,,maintnet
MN_101499,#1 INTAKE LEAKING.,REPLACED GASKET.,,,maintnet
MN_101500,#2 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,,,maintnet
MN_101501,"#2, 3, 4 ROCKER GASKETS ARE LEAKING.",REPLACED GASKETS.,,,maintnet
MN_101502,R/H SIDE BAFFLE IS CRACKED.,FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW,,,maintnet
MN_101503,#1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101504,#2 FWD LOWER BAFFLE HAS CRACK.,STOP DRILLED CRACK.,,,maintnet
MN_101505,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKETS.,,,maintnet
MN_101506,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_101507,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,,,maintnet
MN_101508,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_101509,CYL #4 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101510,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS W/ NEW.,,,maintnet
MN_101511,L/H INTER-CYLINDER BAFFLE IS LOOSE.,TIGHTENED TIE ROD.,,,maintnet
MN_101512,L/H SIDE OF ENG BAFFLE WIRE LOOSE.,INSTALLED NEW TIE WIRE.,,,maintnet
MN_101513,L/H ENG CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101514,R/H ENG CYL #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101515,"L/H ENGINE, R/H BACK BAFFLE IS CRACKED.",STOP DRILLED CRACK.,,,maintnet
MN_101516,L/H ENG #2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,,,maintnet
MN_101517,L/H ENG #3 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,,,maintnet
MN_101518,ENGINE BAFFLE BEHIND ALTERNATOR CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_101519,ROCKER COVER GASKETS #2 & 4 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101520,R/H FWD BAFFLE IS CRACKED.,STOP DRILLED CRACK.,,,maintnet
MN_101521,#3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,,,maintnet
MN_101522,R/H ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,,,maintnet
MN_101523,#4 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #4 INTAKE GASKET ON R/H ENGINE.,,,maintnet
MN_101524,FWD BAFFLE CHAFING ON MUFFLER SHROUD.,REPOSITIONED BAFFLE.,,,maintnet
MN_101525,CYL #4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101526,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,,,maintnet
MN_101527,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,,,maintnet
MN_101528,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,,,maintnet
MN_101529,CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED CYL #4 ROCKER COVER GASKET.,,,maintnet
MN_101530,R/H ENG #4 BAFFLE SEAL TORN.,REMOVED & REPLACED BAFFLE SEAL.,,,maintnet
MN_101531,R/H ENG #3 INTAKE TUBE GASKET LEAKING.,REMOVED & REPLACED GASKET.,,,maintnet
MN_101532,R/H ENG #1 & 3 BAFFLE TIE ROD SPACER LOOSE.,RESECURED BAFFLE TIE ROD.,,,maintnet
MN_101533,CYL #3 L/H ENG INTAKE GASKET LEAKING.,REMOVED & REPLACED CYL #3 L/H ENG INTAKE GASKET.,,,maintnet
MN_101534,R/H ENG CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED R/H ENG CYL #2 INTAKE GASKET.,,,maintnet
MN_101535,CYL #3 AFT BAFFLE I/B MOUNT RIVETS ARE SHEARED.,"REMOVED BAFFLE, REPLACED 2 MOUNT RIVETS. REINSTALLED BA",,,maintnet
MN_101536,L/H ENG CYL #4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,,,maintnet
MN_101537,L/H ENG CYL #2 FWD BAFFLE SEAL IS TORN.,REMOVED & REPLACED BAFFLE SEAL W/ NEW.,,,maintnet
MN_101538,R/H ENG FWD CYL #2 BAFFLE SEAL IS TORN.,REMOVED & REPLACED BAFFLE SEAL W/ NEW.,,,maintnet
MN_101539,L/H ENG SNIFFLER VALVE HOSE ADEL CLAMP RUBBER IS WORN OUT.,REMOVED & REPLACED ADEL CLAMP.,,,maintnet
MN_101540,"L/H ENG CYL #1, 2 & 3 ROCKER COVERS ARE LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101541,"IMMEDIATELY AFTER ENGINE START, HIGH PITCHED WHINE/SQUEAL/WH","RAN A/C, ENGINE FUNCTION NORMAL. NO UNUSUAL NOISE NOTED",,,maintnet
MN_101542,"CYL #4, 3 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,,,maintnet
MN_101543,R/H BACK BAFFLE BRACKET RIVET SHEARED OFF.,INSTALLED NEW RIVETS.,,,maintnet
