record_id,description,aircraft_model,manufacturer,accident_type,date,year,state,city,airport,source
19810925065659A,PILOT ATTEMPTED ILS APPROACH WHEN AIRCRAFT DID NOT HAVE GLIDE SLOPE RECEIVER CAPABILITIES.,210,CESSNA,AU,9-25-19810925,9,H,CONT,H,faa
19810915059859I,"ZA ENGINE QUIT, LANDED OK. FOUND WATER IN FUEL TANK.",108,UNIVAR,II,9-15-19810915,9,H,LYC,H,faa
19810818050309A,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.",180J,CESSNA,II,8-18-19810818,8,H,CONT,H,faa
19811021083749I,LOUD POP AND VIBRATION IN FLIGHT. STRUCK WING ON A TREE LANDING ON A ROAD. FUEL TANK COVER OPEN. NOT SECURED.,PA18,PIPER,II,10-21-19811021,10,H,,H,faa
19810923070769A,ENGINE QUIT ON TAKEOFF. CRASH-LANDED IN CLEARING OFF END OF RUNWAY. FOUND FUEL TANK VENTS CLOGGED BY MUD-DAUBERS.,19A,BEECH,II,9-23-19810923,9,L,LYC,L,faa
19810831053449A,AIRCRAFT NOSE WHEEL BROKE OFF AFTER PILOT ABORTED TAKEOFF. ELEVATOR TRIM POSITION WAS FACTOR.,T210N,CESSNA,ME,8-31-19810831,8,H,CONT,H,faa
19810906055409A,BAGGAGE DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END OF RUNWAY. HAD FAILED TO SECURE DOOR PROPERLY.,58P,BEECH,II,9-06-19810906,9,L,CONT,L,faa
19810912058779A,AIRCRAFT WHEEL HIT HOLE IN RUNWAY SHEARING OFF GEAR AND CAUSING AIRCRAFT TO VEER OFF RUNWAY.,14193A,BLANCA,AF,9-12-19810912,9,L,CONT,L,faa
19810910058419A,"AFTER ENGINE STARTED RUNNING ROUGH ON APPROACH, PILOT LANDED SHORT OF RUNWAY. ENGINE WAS NOT FEATHERED.",500A,RKWELL,ME,9-10-19810910,9,H,CONT,H,faa
19810907057119A,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.,SA315B,AEROSP,II,9-07-19810907,9,G,,G,faa
19810911069739I,#2 ENGINE FLAMED OUT. FOUND RT WING FUEL TANK DRY ALSO RIGHT INBOARD FUEL PROBE READING 375 POUNDS WHEN TANK EMPTY.,EMB110P1,EMB,II,9-11-19810911,9,L,,L,faa
19810912069639A,FIRST FLIGHT OF AIRCRAFT RESULTED IN CRASH. AIRCRAFT HAD EXPERIENCED TAIL FLUTTER DURING PREVIOUS TESTS.,PDQ2,AMTRPD,AU,9-12-19810912,9,H,,H,faa
19810815059089A,PILOT TRIED TO RELEASE SLING LOAD WITH ELECTRICAL SWITCH WHICH FAILED. PILOT FAILED TO USE MECHANICAL RELEASE.,369D,HUGHES,EQ,8-15-19810815,8,G,ALLSN,G,faa
19810913058939A,PILOT ATTEMPTED TAKEOFF WITH FLAPS. AIRCRAFT REACHED 200 TO 300 FEET THEN CRASHED OFF AIRPORT.,AA5A,GRUMAV,ME,9-13-19810913,9,L,LYC,L,faa
19811217000399A,"PILOT ATTEMPTED TAKEOFF WITH HEAVY FROST ON AIRCRAFT. AIRCRAFT CLIMBED BRIEFLY, THEN CRASHED.",PA28180,PIPER,II,12-17-19811217,12,L,LYC,L,faa
19820208001709I,AIRCRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.,DC1010,DOUG,AU,2-08-19820208,2,L,GE,L,faa
19820216011739I,UNABLE TO RETRACT NOSE GEAR. RETURNED AND MADE AN OVERWEIGHT LANDING. NOSE GEAR SAFETY PIN NOT REMOVED.,727227,BOEING,II,2-16-19820216,2,L,,L,faa
19811203078469A,"LOW BATTERY. HAND TURNED PROP TO POSITION STARTER. ENGINE STARTED. UNCHOCKED AIRPLANE, RAN INTO TOWER BUILDING.",PA28R201T,PIPER,EQ,12-03-19811203,12,L,CONT,L,faa
19811230088309I,INADVERTENTLY DEPLOYED FLOATATION BAGS ON TAKEOFF. RETURNED. SWITCH IN ARMED POSITION. REVISED CHECKLIST.,SA360C,AEROSP,EQ,12-30-19811230,12,G,,G,faa
19820211005489I,"AFTER TAKEOFF, GEAR REFUSED TO RETRACT. LEFT GEAR STRUT WAS FLAT FROM LOOSE VALVE AND SQUAT SWITCH STAYED CLOSED.",A36,BEECH,II,2-11-19820211,2,L,CONT,L,faa
19820221008579I,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,B24R,BEECH,ME,2-21-19820221,2,L,,L,faa
19820204001319I,ZA PILOT TOOK OFF WITH GEAR PINS STILL IN. RETURNED TO AIRPORT AND HAD THEM REMOVED.,DC9,DOUG,II,2-04-19820204,2,L,,L,faa
19820127008389I,PILOT TOOK OF WITH TOW BAR ATTACHED. PROP HIT TOW BAR WHEN GEAR WAS RETRACTED. MADE SAFE LANDING.,T303,CESSNA,II,1-27-19820127,1,L,,L,faa
19820108003389I,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.,DC3,DOUG,II,1-08-19820108,1,L,PWA,L,faa
19820202005199I,VIBRATION EN ROUTE. DOOR LIGHT CAME ON. TURNING OFF AUTOPILOT LIGHT WENT OFF. BAGGAGE DOOR OPEN. LOST LUGGAGE.,690B,RKWELL,II,2-02-19820202,2,H,,H,faa
19811105071899A,"WARPED LOOSE FUEL CAPS ALLOWED FUEL SIPHONING AND CELL COLLAPSE. ENGINE QUIT, OUT OF FUEL. NIGHT CRASH LANDED.",182D,CESSNA,DE,11-05-19811105,11,H,,H,faa
19820106003729I,ENGINE QUIT SHORTLY AFTER TAKEOFF. MADE A FORCED LANDING IN A FIELD. WATER FOUND IN FUEL SYSTEM.,182P,CESSNA,II,1-06-19820106,1,H,CONT,H,faa
19811114084749I,PILOT LOST CONTROL AFTER TAKEOFF AND DIVED INTO GROUND WHEN 3X 1/4 A/N BOLT CAME OFF. 3 THREADS WERE STRIPPED.,QUICKIE,AMTRQK,II,11-14-19811114,11,L,,L,faa
19820131003529A,PILOT CONTINUED FLIGHT INTO ICING CONDITIONS. AIRCRAFT HEAVY WITH ICE DURING LANDING AND GEAR COLLAPSED.,A36,BEECH,AU,1-31-19820131,1,L,CONT,L,faa
19820204021779A,HELICOPTER CRASHED DURING TAKEOFF FROM PLATFORM. INVESTIGATION REVEALED REFUELING HOSE WAS NOT DISCONNECTED.,206L1,BELL,II,2-04-19820204,2,G,ALLSN,G,faa
19820502025009I,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN.",172N,CESSNA,AU,5-02-19820502,5,H,,H,faa
19820320018339I,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.,PA28R200,PIPER,II,3-20-19820320,3,L,,L,faa
19820415019009I,ENGINE FAILED TO PRODUCE POWER AND PILOT AUTOROTATED INTO A FIELD. FAILURE WAS THE RESULT OF FUEL STARVATION.,47G,BELL,II,4-15-19820415,4,G,LYC,G,faa
19820523020949A,LOOSE COWLING. LANDED ON ISLAND FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.,170A,CESSNA,II,5-23-19820523,5,H,CONT,H,faa
19820420028639I,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.,STC340T,CVAC,II,4-20-19820420,4,L,,L,faa
19820519017529A,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS.",7EC,BBAVIA,II,5-19-19820519,5,H,CONT,H,faa
19820507014589A,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING",SA319B,AEROSP,II,5-07-19820507,5,G,,G,faa
19820430023609I,ENGINE LOST POWER. PILOT AUTOROTATED INTO WATER. FOUND RED SHOP TOWEL INGESTED BY ENGINE.,206L1,BELL,II,4-30-19820430,4,G,ALLSN,G,faa
19820429023529I,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.,170A,CESSNA,II,4-29-19820429,4,H,,H,faa
19820602025369I,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL",182G,CESSNA,II,6-02-19820602,6,H,CONT,H,faa
19820528025609I,VAPOR FROM RIGHT ENGINE. RETURNED. FOUND LOOSE OIL CAP HAD SIPHONED EIGHT QUARTS OF OIL.,DC931,DOUG,II,5-28-19820528,5,L,,L,faa
19820529032659I,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.,UH12E,HILLER,II,5-29-19820529,5,G,LYC,G,faa
19820529032519I,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,PA24250,PIPER,II,5-29-19820529,5,L,LYC,L,faa
19820603020449A,"PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK, AIRCRAFT ROLLED INVERTED AND CRASHED AFTER TAKEOFF.",95B55,BEECH,II,6-03-19820603,6,L,CONT,L,faa
19820415009459A,MAINTENANCE PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN. PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF.,PA31350,PIPER,II,4-15-19820415,4,L,LYC,L,faa
19820317004239A,SEAT WAS NOT PROPERLY SECURED AND SLID FULL AFT DURING TAKEOFF CAUSING CRASH.,172N,CESSNA,ME,3-17-19820317,3,H,LYC,H,faa
19820529042539A,REAR OF SKID CAUGHT UNDER BOARDWALK ON ATTEMPTED TAKEOFF. HELICOPTER CRASHED AND TURNED. PILOTS STORY DIFFERS.,47J2A,BELL,II,5-29-19820529,5,G,LYC,G,faa
19820415010389A,"ENGINE QUIT ON TAKEOFF, LANDED ON REMAINING RUNWAY, RAN OFF INTO A DITCH FOUND CARBURETOR FULL OF WATER.",PA25235,PIPER,II,4-15-19820415,4,L,LYC,L,faa
19820407008349A,"VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.",340CESSNA,CESSNA,II,4-07-19820407,4,L,CONT,L,faa
19820310017029I,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.,310,CESSNA,II,3-10-19820310,3,L,CONT,L,faa
19820311007049I,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.,727227,BOEING,II,3-11-19820311,3,L,,L,faa
19820422028619I,PILOT FAILED TO SECURE CABIN DOOR. DOOR OPENED IN FLIGHT DUE TO TURBULENCE. MADE PRECAUTIONARY LANDING.,PA31,PIPER,II,4-22-19820422,4,L,,L,faa
19820415009889A,"FAILED TO CLIMB ON LIFTOFF. ABORTED, BOUNCED OFF END OF RUNWAY. PILOT HAD ELEVATOR TRIM IN NOSE DOWN RANGE.",172N,CESSNA,II,4-15-19820415,4,H,LYC,H,faa
19820526019239A,PILOT ATTEMPTED TO ADJUST RUDDER PEDALS DURING CLIMB AND RELEASED GLIDER TOW ROPE. CRASHED DURING EMERGENCY LANDING,ASW15,SCHLER,II,5-26-19820526,5,K,,K,faa
19820520017479A,"ENGINE MISSED ON TAKEOFF ROLL, ABORTED, RAN OFF END OF RUNWAY. HIT DITCH IN OVERRUN. OUTSIDE STORAGE, WATER IN FUEL",PA28140,PIPER,II,5-20-19820520,5,L,LYC,L,faa
19820418009679A,LOST BOTH ENGINES ON AN IFR CLIMBOUT. CRASHED INTO TREES AND BURNED TRYING TO RETURN. WAS SERVICED WITH JET FUEL.,PA31350,PIPER,II,4-18-19820418,4,L,LYC,L,faa
19820405009239A,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.,150F,CESSNA,II,4-05-19820405,4,H,CONT,H,faa
19820503013499A,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS.,PA25235,PIPER,II,5-03-19820503,5,L,LYC,L,faa
19820602020269A,STALLED ON NOSE HIGH CLIMB AFTER TAKEOFF. SPUN INTO TREES. FOUND ELEVATOR TRIM IN FULL NOSE UP POSITION.,7AC,BBAVIA,II,6-02-19820602,6,H,CONT,H,faa
19820602020299A,CRASH OCCURRED DURING EMERGENCY LANDING ATTTEMP ENGINE QUIT DUE TO WATER IN FUEL.,AT301,AIRTRC,II,6-02-19820602,6,L,PWA,L,faa
19820602020319A,"PILOT FOUND CONTROLS LOCKED ON TAKEOFF. ABORTED, RAN OFF END OF RUNWAY HAD A 172 TYPE GUST LOCK IN CONTROL COLUMN.",182P,CESSNA,II,6-02-19820602,6,H,CONT,H,faa
19820510017039A,PAIR OF PLIERS SLID INTO ELEVATOR BELL CRANK DURING STALLS. JAMMED ELEVATOR IN FULL UP POSITION. STRUCK TREES.,J3,PIPER,II,5-10-19820510,5,H,CONT,H,faa
19820704028269A,"PILOT ACCIDENTLY RELEASED TOW AT 50 FOOT ALTITUDE, GLIDER HIT HARD DURING EMERGENCY LANDING.",604,AMTR,ME,7-04-19820704,7,K,,K,faa
19820821042789A,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING.,152,CESSNA,AI,8-21-19820821,8,H,LYC,H,faa
19820616022519A,"MADE TAKEOFF, FORGOT SLING LINE WAS ATTACHED TO DOG HOUSE. STOPPED CLIMBING AT END OF LINE. CRASHED ON DOG HOUSE.",SA315B,AEROSP,II,6-16-19820616,6,G,TMECA,G,faa
19820813038159A,"PILOT WAS MAKING SINGLE ENGINE APPROACH FOR LANDING, AIRCRAFT PULLED ON RUNWAY AND CRASH OCCURRED DURING GOAROUND.",E18S,BEECH,ME,8-13-19820813,8,L,PWA,L,faa
19820811036729A,CRASH OCCURRED DURING EXTERNAL LOAD PRACTICE LIFT OFF. LOAD RELEASE DID NOT FUNCTION.,206A,BELL,ME,8-11-19820811,8,G,ALLSN,G,faa
19820618024699A,STUDENT GLIDER PILOT FAILED TO LATCH SPOILERS PRIOR TO TAKEOFF. MISUNDERSTOOD TOW PILOT SIGNAL. RELEASED TOW.,L13BLANIK,LET,II,6-18-19820618,6,K,,K,faa
19820730059869I,"MISUSED AUTOPILOT.. CAUSED FULL PITCH UP. FAILED TO PULL CIRCUIT BREAKER. MISUSED GEAR HANDLE, LANDED GEAR UP.",M20J,MOONEY,ME,7-30-19820730,7,L,LYC,L,faa
19820829052799I,RIGHT ENGINE OIL QUANITY DECREASED. DIVERTED TO HOUSTON. FOUND OIL CAP OFF ON RIGHT ENGINE.,DC931,DOUG,II,8-29-19820829,8,L,PWA,L,faa
19820809038749A,CLIMB PERFORMANCE DIMINISHED BY WATER DROPLETS ON LAMINA FLOW WING. STRUCK TREES OFF END OF RUNWAY ON TAKEOFF CLIMB,QUICKIE,AMTRQK,II,8-09-19820809,8,L,,L,faa
19820818039269A,REPORT INDICATES FUEL TANK CAP NOT SECURED. POSSIBLE FUEL LEAK DURING INVERTED FLIGHT. FIRE ERUPTED. LOST CONTROL.,BL65,TCRAFT,II,8-18-19820818,8,H,LYC,H,faa
19820724035499A,GLIDER CRASHED DURING TAKEOFF. ELEVATORS HAD NOT BEEN CONNECTED DURING ASSEMBLY.,ASW20,SCHLER,II,7-24-19820724,7,K,,K,faa
19820822040209A,LOST CONTROL ON LANDING. AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK.,120,CESSNA,II,8-22-19820822,8,H,CONT,H,faa
19820704036229I,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN. TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE.",DC9,DOUG,II,7-04-19820704,7,L,,L,faa
19820702036129I,RAN OUT OF FUEL EN ROUTE. SUCCESSFULL FORCED LANDING. FOUND FUEL CAP MISSING.,152,CESSNA,II,7-02-19820702,7,H,,H,faa
19820809038619A,PILOT MADE EMERGENCY TRANSMISSION STATING ENGINE COWLING LOST. CRASH OCCURRED DURING ATTEMPTED LANDING IN FIELD.,AA1,GULSTM,II,8-09-19820809,8,L,LYC,L,faa
19820620036089I,"NOISE IN AIRCRAFT, PREPARED TO LAND IN A FIELD, FOUND POP CAN UNDER PEDALS. FLEW THRU POWERLINE. LANDED AT BASE.",PITTSSPECS1C,AMTRPT,II,6-20-19820620,6,Q,,Q,faa
19820708037199I,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.",170,CESSNA,II,7-08-19820708,7,H,CONT,H,faa
19820702028239A,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL. FAILED TO DISCONNECT LINE.,SA315B,AEROSP,II,7-02-19820702,7,G,TMECA,G,faa
19820613024279A,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET. SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE.,IS28B2,BRASOV,II,6-13-19820613,6,K,,K,faa
19820725041999I,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.",T210L,CESSNA,II,7-25-19820725,7,H,CONT,H,faa
19820609021159A,STALLED ON EMERGENCY LANDING WHEN ENGINE QUIT ON TAKEOFF. BAD MAG AND WATER IN FUEL. CORRODED UNUSED SUMP DRAIN.,A185E,CESSNA,II,6-09-19820609,6,H,CONT,H,faa
19820806034979A,PILOT NEGLECTED TO CONNECT ELEVATOR CONTROL DURING GLIDER ASSEMBLY. CRASH OCCURRED DURING TAKEOFF.,ASW20,SCHLER,II,8-06-19820806,8,K,,K,faa
19820913069839I,"UNABLE TO OBTAIN LIFTOFF SPEED, REJECTED TAKEOFF. BRAKES CAUGHT FIRE. PASSENGER ON BRAKE OR PARKING BRAKE ON.",SA226TC,SWRNGN,II,9-13-19820913,9,L,ARSRCH,L,faa
19820924054129I,RAN OUT OF FUEL EN ROUTE. LANDED ON A BEACH. HAD FAILED TO SECURE SUMP DRAIN ON PREFLIGHT. FUEL LEAKED OUT,112TC,GULSTM,II,9-24-19820924,9,L,LYC,L,faa
19820924056119I,FORWARD CARGO DOOR OPENED ON TAKEOFF. BAGGAGE HIT PROP. LANDED SAFELY. DOOR NOT PROPERLY SECURED.,PA23250,PIPER,II,9-24-19820924,9,L,,L,faa
19820926054109I,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,PA28R180,PIPER,II,9-26-19820926,9,L,,L,faa
19821015065989I,LOST OIL PRESSURE EN ROUTE. LANDED IN AN ACTIVE RESTRICTED AREA. INDICATES OIL CAP WAS NOT SECURED.,PA28R201T,PIPER,II,10-15-19821015,10,L,CONT,L,faa
19821025065459I,PILOT SWERVED OFF RUNWAY ON TAKEOFF ROLL WHEN SEAT HEIGHT RETAINING PIN SLIPPED FROM RETAINING HOLE. SEAT DROPPED.,DHC6TWNOTTER,DHAV,II,10-25-19821025,10,,PWA,,faa
19821121070559I,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP. RESERVE NOT DEPLOYED.,182H,CESSNA,II,11-21-19821121,11,H,CONT,H,faa
19821224070489I,NOSE WHEEL WOULD NOT RETRACT AFTER TAKEOFF. RETURNED. FOUND NOSE WHEEL GROUND PIN STILL IN PLACE.,737200,BOEING,II,12-24-19821224,12,L,PWA,L,faa
19821015055799A,GROUND CREW FAILED TO UNFASTEN A SKID TIEDOWN. PILOT LOST  CONTROL ON LIFT OFF FROM A TRAILER AS THE CHAIN FAILED,OH13HMK6B,TOMCAT,II,10-15-19821015,10,G,LYC,G,faa
19821120062429A,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,680W,GULSTM,II,11-20-19821120,11,H,ARSRCH,H,faa
19820907053779I,LEFT MAIN GEAR WENT OFF THE TAXIWAY WHILE TAXING TO RAMP. LIGHTS WERE NOT OPERATIVE IN THAT AREA.,58,BEECH,AF,9-07-19820907,9,L,,L,faa
19821117066379I,PILOT UNABLE TO PRESSURIZE. FOUND ACCESS DOOR SLIGHTLY OPEN. DEPRESSURIZED. DOOR OPENED FULLY. STOPPED BY FUSELAGE.,PA60601P,PIPER,II,11-17-19821117,11,M,LYC,M,faa
19821217068499I,NOSE GEAR COLLAPSED ON TOUCHDOWN. FOUND NOSE GEAR PINS WERE NOT HOOKED TO THE GEAR DOOR HINGE ASSEMBLY. JAMMED GEAR,310Q,CESSNA,II,12-17-19821217,12,L,,L,faa
19821009063279I,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.,PA28161,PIPER,AF,10-09-19821009,10,L,,L,faa
19821212068789I,ENGINE QUIT ON CLIMB OUT. FOUND WATER IN FUEL SUMP. NO MALFUNCTION FOUND WHEN ENGINE TESTED.,A185F,CESSNA,II,12-12-19821212,12,H,CONT,H,faa
19821119059299A,ENGINE QUIT ON TAKEOFF. STRUCK TREES ON TURNBACK TO RUNWAY.AIRPLANE SAT OUT FOR SIX MONTHS.TWO THIRDS WATER IN FUEL,PA28180,PIPER,II,11-19-19821119,11,L,LYC,L,faa
19820912057439I,"AFTER UNLOADING PASSENGERS, PILOT DEPARTED WITH A STEEL METER BOX ON A FLOAT. BOX FELL AND WENT THROUGH A ROOF.",AS350*,SNIAS,II,9-12-19820912,9,G,,G,faa
19821209069039I,LEFT FUEL TANK SUMP DID NOT SEAT PROPERLY ON PREFLIGHT. LEAKED EXCESSIVELY DURING FLIGHT. RAN OUT OF FUEL.,M20G,MOONEY,II,12-09-19821209,12,L,,L,faa
19821117066069I,"RIGHT ENGINE LOST OIL PRESSURE, SHUT DOWN AND RETURNED. PILOT FAILED TO SECURE TIGHT FITTING OIL CAP ON PREFLIGHT.",EMB110P1,EMB,II,11-17-19821117,11,L,PWA,L,faa
19820905043969A,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.,IS28B2,BRASOV,ME,9-05-19820905,9,K,,K,faa
19820915054019I,BAGGAGE DOOR CAME OPEN IN FLIGHT. A FILM CANISTER FELL OUT AND WENT THROUGH A ROOF. DOOR NOT PROPERLY SECURED.,SA360C,AEROSP,II,9-15-19820915,9,G,,G,faa
19821218067539I,PILOT NOTICED BRIGHT GLOW FROM ENGINE. BELIEVED ON FIRE. SECURED AND LANDED. OIL CAP NOT SECURED.,PA31350,PIPER,II,12-18-19821218,12,L,LYC,L,faa
19821105060779A,PILOT FORGOT TO CONNECT ELEVATOR CONTROLS WHEN HE ASSEMBLED GLIDER FOR THE FLIGHT. CRASH OCCURRED DURING TAKEOFF.,ASW20,SCHLER,II,11-05-19821105,11,K,,K,faa
19830120021189I,TAXING FOR TAKEOFF AIRCRAFT SLID OFF TAXIWAY. PASSENGERS DEPLANED BY PORTABLE STAIRS. TAXIWAY NOT SANDED.,737200,BOEING,AF,1-20-19830120,1,L,,L,faa
19830408015939A,"ENGINE COWLING NOT PROPERLY SECURED, OPENED ON TAKEOFF.  DRAGGED A WING AND CARTWHEELED TRYING TO RETURN TO LAND.",A9B,AIRPTS,II,4-08-19830408,4,L,LYC,L,faa
19830116001029A,LOST CONTROL ON TAKEOFF. LEFT WHEEL SHEARED ON A SNOW BERM. AIRCRAFT THEN SLID INTO PARKED AIRCRAFT. FROST ON WINGS,7HC,BBAVIA,II,1-16-19830116,1,H,LYC,H,faa
19830217010839I,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR. DOOR WAS NOT LOCKED PROPERLY. WARNING SYSTEM DEFECT.,DC915F,DOUG,II,2-17-19830217,2,L,,L,faa
19830404013119A,ENGINE QUIT ON CLIMBOUT. CRASHED TWO MILES FROM AIRPORT. FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT.,182H,CESSNA,II,4-04-19830404,4,H,CONT,H,faa
19830212072579I,HAD A BANGING NOISE OUTSIDE AIRCRAFT EN ROUTE. ON LANDING FOUND A SEAT BELT WAS PROTRUDING UNDER THE DOOR.,AS350B,SNIAS,II,2-12-19830212,2,G,,G,faa
19830115003989I,LONG GROUND RUN. JET WASH DAMAGED APPROACH LIGHTS AT RUNWAY DEPARTURE END. ENGINE ANTI ICE NOT USED.,DC861F,DOUG,ME,1-15-19830115,1,L,PWA,L,faa
19830324069919A,PILOT DID NOT CONNECT AILERONS DURING REASSEMBLING FOLDING WINGS. NO AILERON CONTROL DURING TAKEOFF.,FLYBABY1,AMTRBW,II,3-24-19830324,3,L,,L,faa
19830506025439A,"PILOT WAS ATTEMPTING NIGHT LANDING ON UNLIGHTED STRIP. CARLIGHTS DIRECTED WRONG WAY, AIRCRAFT LANDED SHORT.",421B,CESSNA,AU,5-06-19830506,5,L,CONT,L,faa
19830423068089I,LOST POWER AT CRUISE ALTITUDE. LANDED ON LAKE. BROKE THROUGH ICE. FOUND RAGS IN CARBURETOR AIR INTAKE BOX.,185,CESSNA,II,4-23-19830423,4,H,CONT,H,faa
19830110002039A,DEPARTED WITH NOSE GEAR SCISSORS NOT CONNECTED. AIRCRAFT VEERED OFF RUNWAY ON LANDING. NOSE GEAR COLLAPSED.,150L,CESSNA,II,1-10-19830110,1,H,CONT,H,faa
19830120014919I,LEFT OIL PRESSURE DROPPED. SECURED ENGINE. LANDED AT NEAREST AIRPORT. LOST OIL THRU A UNSECURED OIL CAP.,SD330,STBROS,II,1-20-19830120,1,H,PWA,H,faa
19830621033449I,SMOKE AND FUMES IN COCKPIT AFTER TAKEOFF. RETURNED. RAM AIR INLET COVER NOT REMOVED. CAUSED OVERHEATED PRESSURE AIR,35LEAR,LEAR,II,6-21-19830621,6,L,,L,faa
19830607032229I,AFTER LIFT OFF NOSE WHEEL HIT THE RUNWAY DUE TO EXCESSIVE FORWARD TRIM. IMPACT BROKE NOSEWHEEL FORK. ENGINE DAMAGED,A36TC,BEECH,II,6-07-19830607,6,L,CONT,L,faa
19830618035419I,TOOK OFF WITH TOW BAR STILL ATTACHED TO NOSE GEAR. TOWER ALERTED PILOT. KEPT GEAR DOWN. RETURNED.,58,BEECH,II,6-18-19830618,6,L,,L,faa
19830618040089I,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,PA32R301,PIPER,II,6-18-19830618,6,L,LYC,L,faa
